prices,carburant,chevaux,BoiteVitesse,seller_type,city ,type ,KMS,modele,marque,Anciennete
,Diesel,8,Automatique,shop,Fes,"Voitures d'occasion, Vente",124999.5,Q3,Audi,8
100000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",104999.5,Fiesta,Ford,5
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",144999.5,i 30,Hyundai,6
79000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",224999.5,X5,BMW,14
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",97499.5,Ka,Ford,10
118000,Diesel,6,Manuelle,private,Meknes,"Voitures d'occasion, Vente",144999.5,Clio,Renault,4
,Diesel,7,Manuelle,private,Tanger,"Voitures d'occasion, Vente",144999.5,308,Peugeot,8
65000,Diesel,6,Manuelle,private,Sale,"Voitures d'occasion, Vente",124999.5,206,Peugeot,14
137000,Diesel,7,,private,Marrakech,"Voitures d'occasion, Vente",92499.5,Optima,Kia,6
150000,Diesel,8,Automatique,private,Meknes,"Voitures d'occasion, Vente",224999.5,A3,Audi,13
,Diesel,6,Manuelle,private,Marrakech,"Voitures d'occasion, Vente",154999.5,Dokker,Dacia,6
,Diesel,10,Automatique,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Touareg,Volkswagen,12
320000,Diesel,8,,private,Rabat,"Voitures d'occasion, Vente",134999.5,Serie 5,BMW,5
130000,Diesel,6,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",62499.5,TIPO,Fiat,3
,Diesel,8,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",194999.5,407,Peugeot,16
98000,Diesel,6,Manuelle,private,Kenitra,"Voitures d'occasion, Vente",124999.5,Doblo,Fiat,5
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",184999.5,C4,Citroen,16
,Diesel,8,Automatique,shop,Marrakech,"Voitures d'occasion, Vente",32499.5,220,Mercedes-Benz,3
,Diesel,8,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,GOLF 5,Volkswagen,13
40000,Diesel,10,Manuelle,private,Sale,"Voitures d'occasion, Vente",224999.5,190,Mercedes-Benz,34
54000,Diesel,,Manuelle,private,Rabat,"Voitures d'occasion, Vente",194999.5,GOLF 4,Volkswagen,24
55000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",144999.5,C3,Citroen,12
,Essence,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",72499.5,AMG GT,Mercedes-Benz,3
,Diesel,,,shop,Casablanca,"Voitures d'occasion, Vente",87499.5,Classe C,Mercedes-Benz,4
,Diesel,8,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Korando,Ssangyong,11
114000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",87499.5,Tepee,Peugeot,7
,Essence,8,Manuelle,private,Agadir,"Voitures d'occasion, Vente",124999.5,one,mini,14
143000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",32499.5,Clio,Renault,1
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Accent,Hyundai,5
,Diesel,8,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,GOLF 5,Volkswagen,13
40000,Diesel,10,Manuelle,private,Sale,"Voitures d'occasion, Vente",224999.5,190,Mercedes-Benz,34
54000,Diesel,,Manuelle,private,Rabat,"Voitures d'occasion, Vente",194999.5,GOLF 4,Volkswagen,24
55000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",144999.5,C3,Citroen,12
,Essence,,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",72499.5,AMG GT,Mercedes-Benz,3
,Diesel,,,shop,Casablanca,"Voitures d'occasion, Vente",87499.5,Classe C,Mercedes-Benz,4
,Diesel,8,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Korando,Ssangyong,11
114000,Diesel,6,Manuelle,shop,Fes,"Voitures d'occasion, Vente",87499.5,Tepee,Peugeot,7
,Essence,8,Manuelle,private,Agadir,"Voitures d'occasion, Vente",124999.5,one,mini,14
143000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",32499.5,Clio,Renault,1
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Accent,Hyundai,5
,Diesel,6,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",87499.5,Classe A,Mercedes-Benz,5
395000,Essence,11,Automatique,shop,Tetouan,"Voitures d'occasion, Vente",37499.5,GOLF 7,Volkswagen,3
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Focus,Ford,15
88000,Diesel,8,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",274999.5,Caddy,Volkswagen,15
57000,Diesel,8,Manuelle,private,Nador,"Voitures d'occasion, Vente",22499.5,Bora,Volkswagen,22
,Diesel,8,Manuelle,private,Rabat,"Voitures d'occasion, Vente",104999.5,Kuga,Ford,5
,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",72499.5,Tiguan,Volkswagen,4
39000,Essence,11,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,Accord,Honda,19
109000,Diesel,5,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Doblo,Fiat,4
27000,Essence,11,Manuelle,private,Tanger,"Voitures d'occasion, Vente",224999.5,RAV 4,Toyota,24
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",77499.5,Focus,Ford,5
,Diesel,6,Automatique,shop,Rabat,"Voitures d'occasion, Vente",52499.5,Elantra,Hyundai,3
143000,Essence,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",62499.5,Clio,Renault,5
87000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",154999.5,CR-V,Honda,14
95000,Essence,8,Manuelle,shop,Tetouan,"Voitures d'occasion, Vente",114999.5,Yaris,Toyota,3
61000,Essence,8,Manuelle,private,Settat,"Voitures d'occasion, Vente",124999.5,207,Peugeot,11
152000,Diesel,7,Manuelle,shop,Tetouan,"Voitures d'occasion, Vente",104999.5,Focus,Ford,4
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",224999.5,NOTE,Nissan,6
68000,Essence,,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",164999.5,Punto,Fiat,10
249000,Diesel,8,Automatique,shop,Tanger,"Voitures d'occasion, Vente",144999.5,GOLF 7,Volkswagen,7
,Diesel,7,Automatique,shop,Rabat,"Voitures d'occasion, Vente",114999.5,Tucson,Hyundai,6
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",104999.5,Serie 7,BMW,5
255000,Diesel,9,Automatique,shop,Tetouan,"Voitures d'occasion, Vente",164999.5,CLASSE ML,Mercedes-Benz,11
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",104999.5,Classe C,Mercedes-Benz,7
,Diesel,6,,private,Fes,"Voitures d'occasion, Vente",67499.5,Megane,Renault,4
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",82499.5,Clio,Renault,4
63000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",37499.5,Astra,Opel,17
,Essence,9,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",104999.5,country man,mini,12
129000,Diesel,6,Automatique,shop,Tanger,"Voitures d'occasion, Vente",92499.5,Megane 3,Renault,6
75000,Diesel,9,Manuelle,private,Ben Guerir,"Voitures d'occasion, Vente",324999.5,220,Mercedes-Benz,20
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Qashqai,Nissan,3
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",104999.5,X5,BMW,7
75000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",274999.5,Classe E,Mercedes-Benz,14
,Diesel,12,,private,Casablanca,"Voitures d'occasion, Vente",134999.5,Cayenne,Porsche,6
23000,Diesel,8,Manuelle,shop,Nador,"Voitures d'occasion, Vente",2499.5,405,Peugeot,28
200000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",12499.5,Ceed,Kia,1
175000,Diesel,8,,private,Fes,"Voitures d'occasion, Vente",224999.5,Serie 5,BMW,11
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Touran,Volkswagen,5
149000,Diesel,6,,private,Fes,"Voitures d'occasion, Vente",87499.5,Megane,Renault,5
143000,Diesel,8,Manuelle,private,Khouribga,"Voitures d'occasion, Vente",174999.5,PASSAT CC,Volkswagen,11
,Diesel,,,shop,Casablanca,"Voitures d'occasion, Vente",92499.5,Range Rover Sport,Land Rover,6
,Diesel,7,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",87499.5,Lodgy,Dacia,8
148000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",82499.5,Focus,Ford,6
,Diesel,6,Manuelle,private,Safi,"Voitures d'occasion, Vente",2499.5,Logan,Dacia,12
,Diesel,8,Automatique,private,Rabat,"Voitures d'occasion, Vente",2499.5,Range Rover Evoque,Land Rover,1
,Diesel,5,Manuelle,private,Berrechid,"Voitures d'occasion, Vente",82499.5,Duster,Dacia,6
85000,Diesel,9,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",374999.5,Accord,Honda,13
93000,Diesel,6,Manuelle,private,Sale,"Voitures d'occasion, Vente",144999.5,Logan,Dacia,6
90000,Diesel,,,private,Kenitra,"Voitures d'occasion, Vente",104999.5,C3,Citroen,8
55000,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",224999.5,Logan,Dacia,14
255000,Diesel,8,Automatique,private,Tetouan,"Voitures d'occasion, Vente",124999.5,Koleos,Renault,4
152000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",22499.5,Classe C,Mercedes-Benz,11
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Qashqai,Nissan,3
235000,Essence,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",62499.5,Q2,Audi,4
35000,Diesel,8,Manuelle,private,Settat,"Voitures d'occasion, Vente",17499.5,XSARA,Citroen,25
299000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",77499.5,Q3,Audi,6
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",87499.5,Dokker,Dacia,6
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,Dokker,Dacia,4
105000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Classe C,Mercedes-Benz,15
93000,Diesel,6,Manuelle,private,Sale,"Voitures d'occasion, Vente",144999.5,Logan,Dacia,6
90000,Diesel,,,private,Kenitra,"Voitures d'occasion, Vente",104999.5,C3,Citroen,8
55000,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",224999.5,Logan,Dacia,14
255000,Diesel,8,Automatique,private,Tetouan,"Voitures d'occasion, Vente",124999.5,Koleos,Renault,4
152000,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",22499.5,Classe C,Mercedes-Benz,11
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Qashqai,Nissan,3
235000,Essence,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",62499.5,Q2,Audi,4
35000,Diesel,8,Manuelle,private,Settat,"Voitures d'occasion, Vente",17499.5,XSARA,Citroen,25
299000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",77499.5,Q3,Audi,6
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",87499.5,Dokker,Dacia,6
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,Dokker,Dacia,4
105000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Classe C,Mercedes-Benz,15
108000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",72499.5,Clio,Renault,5
42000,Essence,5,Manuelle,private,Nador,"Voitures d'occasion, Vente",67499.5,Alto,Suzuki,10
,Essence,26,Automatique,private,Casablanca,"Voitures d'occasion, Vente",194999.5,Cayenne,Porsche,18
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Range Rover Sport,Land Rover,6
33000,Essence,4,Manuelle,private,Tanger,"Voitures d'occasion, Vente",424999.5,Carry,Suzuki,34
,Essence,,,private,Agadir,"Voitures d'occasion, Vente",7499.5,19,Renault,27
,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",57499.5,Clio,Renault,3
88000,Diesel,7,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Dokker,Dacia,6
2222222,Diesel,5,Manuelle,private,Agadir,"Voitures d'occasion, Vente",57499.5,Dokker,Dacia,6
,Diesel,9,Automatique,private,Casablanca,"Voitures d'occasion, Vente",104999.5,Serie 5,BMW,6
80000,Essence,14,,private,Rabat,"Voitures d'occasion, Vente",224999.5,Serie 5,BMW,15
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",82499.5,Classe V,Mercedes-Benz,6
74000,Essence,6,Manuelle,private,Ben Guerir,"Voitures d'occasion, Vente",12499.5,Polo,Volkswagen,14
76000,Essence,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",62499.5,Picanto,Kia,6
102000,Essence,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",32499.5,Fabia,Skoda,4
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",114999.5,Classe S,Mercedes-Benz,6
300000,Diesel,8,Automatique,private,Fes,"Voitures d'occasion, Vente",52499.5,Serie 4 gran coupe,BMW,5
62000,Essence,8,Automatique,private,Tanger,"Voitures d'occasion, Vente",104999.5,Vitara,Suzuki,19
,Diesel,,Automatique,private,Tanger,"Voitures d'occasion, Vente",42499.5,X5,BMW,4
40000,Diesel,7,Manuelle,private,Deroua,"Voitures d'occasion, Vente",7499.5,Express,Renault,27
,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",2499.5,Dokker,Dacia,4
118000,Diesel,8,Manuelle,shop,Temara,"Voitures d'occasion, Vente",194999.5,GOLF 6,Volkswagen,12
24000,Essence,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",174999.5,205,Peugeot,29
114000,Diesel,6,Manuelle,private,Rabat,"Voitures d'occasion, Vente",124999.5,C4,Citroen,5
27000,Diesel,,Manuelle,private,Agadir,"Voitures d'occasion, Vente",22499.5,Uno,Fiat,32
83000,Diesel,5,Manuelle,private,Ifrane,"Voitures d'occasion, Vente",224999.5,Corolla,Toyota,14
125000,Diesel,7,Manuelle,private,Sale,"Voitures d'occasion, Vente",87499.5,Kangoo,Renault,5
,Essence,,,private,Casablanca,"Voitures d'occasion, Vente",52499.5,500,Fiat,3
68000,Diesel,7,,private,Ain Aouda,"Voitures d'occasion, Vente",2499.5,Astra,Opel,15
30000,Diesel,,,private,Sidi Kacem,"Voitures d'occasion, Vente",7499.5,240,Mercedes-Benz,40
107000,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",104999.5,Fiesta,Ford,8
53000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Clio,Renault,17
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",32499.5,TIPO,Fiat,2
78000,Diesel,6,Manuelle,private,Tanger,"Voitures d'occasion, Vente",154999.5,Kangoo,Renault,11
,Diesel,8,Manuelle,private,Rabat,"Voitures d'occasion, Vente",194999.5,Tucson,Hyundai,15
90000,Diesel,6,Manuelle,private,Meknes,"Voitures d'occasion, Vente",92499.5,208,Peugeot,5
,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",67499.5,Range Rover Evoque,Land Rover,4
240000,Diesel,10,Automatique,private,Casablanca,"Voitures d'occasion, Vente",104999.5,Range Rover Evoque,Land Rover,5
,Essence,36,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",104999.5,Classe E,Mercedes-Benz,12
317000,Diesel,8,Automatique,private,Fes,"Voitures d'occasion, Vente",32499.5,3008,Peugeot,2
87000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",77499.5,Logan,Dacia,4
,Diesel,6,Manuelle,private,Sidi Lyamani,"Voitures d'occasion, Vente",154999.5,Megane 3,Renault,9
35000,Essence,7,Manuelle,private,Fquih Ben Saleh,"Voitures d'occasion, Vente",12499.5,GOLF 2,Volkswagen,32
44000,Diesel,7,,private,Taza,"Voitures d'occasion, Vente",154999.5,XSARA,Citroen,18
55000,Diesel,,,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Logan,Dacia,13
,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",194999.5,A4,Audi,9
179000,Diesel,12,,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Touareg,Volkswagen,6
95000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",194999.5,Touareg,Volkswagen,12
120000,Diesel,8,Manuelle,shop,Temara,"Voitures d'occasion, Vente",194999.5,A4,Audi,12
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Serie 4 coupe,BMW,7
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",114999.5,Serie 5,BMW,7
210000,Diesel,8,Automatique,private,Khouribga,"Voitures d'occasion, Vente",174999.5,Q3,Audi,8
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",164999.5,Classe S,Mercedes-Benz,8
95000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",72499.5,Dokker Van,Dacia,2
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Sandero,Dacia,8
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",87499.5,208,Peugeot,3
410000,Diesel,12,,shop,Fes,"Voitures d'occasion, Vente",114999.5,Q7,Audi,4
,Diesel,8,Manuelle,private,Settat,"Voitures d'occasion, Vente",154999.5,Tiguan,Volkswagen,7
35000,Essence,7,Manuelle,private,Fquih Ben Saleh,"Voitures d'occasion, Vente",12499.5,GOLF 2,Volkswagen,32
44000,Diesel,7,,private,Taza,"Voitures d'occasion, Vente",154999.5,XSARA,Citroen,18
55000,Diesel,,,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Logan,Dacia,13
,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",194999.5,A4,Audi,9
179000,Diesel,12,,private,Casablanca,"Voitures d'occasion, Vente",184999.5,Touareg,Volkswagen,6
95000,Diesel,12,Automatique,private,Casablanca,"Voitures d'occasion, Vente",194999.5,Touareg,Volkswagen,12
120000,Diesel,8,Manuelle,shop,Temara,"Voitures d'occasion, Vente",194999.5,A4,Audi,12
,Diesel,8,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Serie 4 coupe,BMW,7
,Diesel,8,Automatique,shop,Rabat,"Voitures d'occasion, Vente",114999.5,Serie 5,BMW,7
210000,Diesel,8,Automatique,private,Khouribga,"Voitures d'occasion, Vente",174999.5,Q3,Audi,8
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",164999.5,Classe S,Mercedes-Benz,8
95000,Diesel,6,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",72499.5,Dokker Van,Dacia,2
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",67499.5,Sandero,Dacia,8
,Diesel,6,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",87499.5,208,Peugeot,3
410000,Diesel,12,,shop,Fes,"Voitures d'occasion, Vente",114999.5,Q7,Audi,4
,Diesel,8,Manuelle,private,Settat,"Voitures d'occasion, Vente",154999.5,Tiguan,Volkswagen,7
30000,Diesel,15,Automatique,private,Casablanca,"Voitures d'occasion, Vente",224999.5,Range Rover Sport,Land Rover,15
35000,Essence,5,Manuelle,private,Tanger,"Voitures d'occasion, Vente",194999.5,Alto,Suzuki,15
219000,Diesel,8,Automatique,private,Mohammedia,"Voitures d'occasion, Vente",154999.5,A6,Audi,7
49000,Essence,6,,private,Casablanca,"Voitures d'occasion, Vente",77499.5,Fiesta,Ford,16
156000,Diesel,8,,private,Rabat,"Voitures d'occasion, Vente",124999.5,Serie 1,BMW,9
,Essence,34,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",52499.5,Continental gtc,Bentley,10
138000,Essence,,Automatique,private,Tanger,"Voitures d'occasion, Vente",87499.5,Tiguan,Volkswagen,12
,Diesel,8,,private,Mohammedia,"Voitures d'occasion, Vente",184999.5,Serie 3,BMW,14
,Diesel,7,,private,Casablanca,"Voitures d'occasion, Vente",2499.5,Classe A,Mercedes-Benz,19
280000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Q3,Audi,7
,Diesel,10,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",77499.5,Pathfinder,Nissan,7
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,Duster,Dacia,2
865000,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Classe C,Mercedes-Benz,0
50000,Diesel,8,Manuelle,private,Bouarfa,"Voitures d'occasion, Vente",324999.5,GOLF 3,Volkswagen,26
115000,Diesel,6,Manuelle,private,El Jadida,"Voitures d'occasion, Vente",72499.5,Clio,Renault,2
95000,Diesel,6,Manuelle,private,El Jadida,"Voitures d'occasion, Vente",114999.5,Clio,Renault,6
890000,Hybride,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Classe E,Mercedes-Benz,0
95000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",274999.5,Passat,Volkswagen,15
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Classe V,Mercedes-Benz,5
280000,Diesel,8,Automatique,private,Casablanca,"Voitures d'occasion, Vente",114999.5,Q3,Audi,7
,Diesel,10,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",77499.5,Pathfinder,Nissan,7
,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",42499.5,Duster,Dacia,2
865000,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Classe C,Mercedes-Benz,0
50000,Diesel,8,Manuelle,private,Bouarfa,"Voitures d'occasion, Vente",324999.5,GOLF 3,Volkswagen,26
115000,Diesel,6,Manuelle,private,El Jadida,"Voitures d'occasion, Vente",72499.5,Clio,Renault,2
95000,Diesel,6,Manuelle,private,El Jadida,"Voitures d'occasion, Vente",114999.5,Clio,Renault,6
890000,Hybride,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",2499.5,Classe E,Mercedes-Benz,0
95000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",274999.5,Passat,Volkswagen,15
,Diesel,9,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",134999.5,Classe V,Mercedes-Benz,5
83000,Diesel,6,Manuelle,private,El Jadida,"Voitures d'occasion, Vente",104999.5,Nemo,Citroen,5
82000,Diesel,8,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",224999.5,CR-V,Honda,14
274000,Diesel,8,Automatique,shop,Tanger,"Voitures d'occasion, Vente",67499.5,A5,Audi,7
168000,Diesel,6,Manuelle,shop,Tanger,"Voitures d'occasion, Vente",42499.5,Megane Sedan,Renault,3
134000,Diesel,6,Manuelle,shop,Tanger,"Voitures d'occasion, Vente",77499.5,308,Peugeot,5
,Diesel,9,Manuelle,private,Casablanca,"Voitures d'occasion, Vente",324999.5,240,Mercedes-Benz,37
,Diesel,9,Automatique,shop,Rabat,"Voitures d'occasion, Vente",164999.5,Q5,Audi,6
139000,Diesel,10,Manuelle,shop,Tanger,"Voitures d'occasion, Vente",87499.5,L200,Mitsubishi,6
,Diesel,12,Automatique,shop,Rabat,"Voitures d'occasion, Vente",224999.5,X5,BMW,9
,Essence,22,Automatique,shop,Tanger,"Voitures d'occasion, Vente",12499.5,GOLF PLUS,Volkswagen,1
53000,Diesel,6,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",164999.5,206,Peugeot,18
,Diesel,6,Automatique,shop,Tetouan,"Voitures d'occasion, Vente",62499.5,Jetta,Volkswagen,5
128000,Diesel,,Manuelle,shop,Rabat,"Voitures d'occasion, Vente",92499.5,Clio,Renault,4
73000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Compass,Jeep,13
115000,Diesel,8,Manuelle,shop,Casablanca,"Voitures d'occasion, Vente",224999.5,Qashqai,Nissan,10
,Diesel,6,Manuelle,shop,Agadir,"Voitures d'occasion, Vente",32499.5,Dokker,Dacia,1
,Diesel,12,Automatique,shop,Casablanca,"Voitures d'occasion, Vente",62499.5,Classe S,Mercedes-Benz,6
,Diesel,6,Automatique,shop,Agadir,"Voitures d'occasion, Vente",17499.5,Duster,Dacia,1
135000,Diesel,9,Manuelle,shop,Marrakech,"Voitures d'occasion, Vente",97499.5,3,Mazda,10
85000,Diesel,8,Manuelle,shop,Tanger,"Voitures d'occasion, Vente",224999.5,Passat,Volkswagen,14
